id_appuntamento,id_cliente,id_servizio,data,ora,stato,prezzo_pagato,metodo_pagamento
444,24,3,2025-01-08,17:45:00,Completato,12.0,Contanti
445,50,3,2025-01-08,17:45:00,Completato,12.0,Carta
446,95,5,2025-01-08,18:15:00,Completato,12.0,Carta
447,59,3,2025-01-09,11:15:00,Completato,12.0,Carta
448,101,1,2025-01-09,12:45:00,Completato,18.0,Carta
449,97,1,2025-01-09,16:00:00,Completato,18.0,Carta
450,21,1,2025-01-09,17:45:00,Completato,18.0,Contanti
451,19,1,2025-01-09,18:00:00,Completato,18.0,Contanti
452,99,1,2025-01-09,19:45:00,Completato,18.0,Contanti
453,13,2,2025-01-10,12:30:00,Completato,26.0,Contanti
454,4,1,2025-01-10,12:45:00,Cancellato,0.0,
455,120,2,2025-01-10,17:00:00,Completato,26.0,Contanti
456,56,6,2025-01-11,09:45:00,Completato,10.0,Contanti
457,117,1,2025-01-11,10:00:00,Completato,18.0,Contanti
458,22,4,2025-01-11,11:15:00,Completato,15.0,Contanti
459,96,2,2025-01-11,11:30:00,Completato,26.0,Carta
460,51,6,2025-01-11,15:45:00,Cancellato,0.0,
461,119,3,2025-01-11,16:45:00,Cancellato,0.0,
462,49,2,2025-01-11,17:45:00,Completato,26.0,Contanti
463,36,1,2025-01-11,18:00:00,Completato,18.0,Contanti
464,109,2,2025-01-11,18:15:00,Completato,26.0,Carta
465,71,2,2025-01-14,12:00:00,Completato,26.0,Contanti
466,42,6,2025-01-14,15:45:00,Completato,10.0,Contanti
467,45,1,2025-01-14,17:15:00,Completato,18.0,Carta
468,16,2,2025-01-14,17:30:00,Completato,26.0,Contanti
469,41,3,2025-01-14,18:30:00,Completato,9.6,Carta
470,108,5,2025-01-14,18:45:00,Completato,12.0,Satispay
471,72,1,2025-01-15,11:15:00,Cancellato,0.0,
472,113,2,2025-01-15,18:30:00,Completato,26.0,Contanti
473,12,1,2025-01-15,18:45:00,Completato,16.2,Satispay
474,93,1,2025-01-16,11:15:00,Completato,18.0,Contanti
475,54,5,2025-01-16,16:45:00,Completato,12.0,Contanti
476,46,5,2025-01-16,17:15:00,Completato,12.0,Satispay
477,7,8,2025-01-17,09:00:00,Completato,22.0,Contanti
478,6,2,2025-01-17,12:15:00,Completato,26.0,Contanti
479,48,1,2025-01-17,19:30:00,Completato,18.0,Satispay
480,106,1,2025-01-18,09:00:00,Completato,18.0,Carta
481,79,2,2025-01-18,10:15:00,Completato,26.0,Satispay
482,84,1,2025-01-18,15:45:00,Completato,18.0,Contanti
483,124,1,2025-01-18,18:00:00,Completato,16.2,Contanti
484,81,5,2025-01-18,18:45:00,No-show,0.0,
485,57,2,2025-01-18,19:15:00,Completato,26.0,Contanti
486,32,5,2025-01-21,18:00:00,Completato,10.8,Contanti
487,23,1,2025-01-21,19:30:00,Completato,18.0,Carta
488,111,1,2025-01-22,10:15:00,Completato,18.0,Carta
489,27,7,2025-01-22,18:45:00,No-show,0.0,
490,92,1,2025-01-23,12:45:00,No-show,0.0,
491,91,7,2025-01-24,10:45:00,Completato,35.0,Carta
492,114,1,2025-01-24,12:00:00,Completato,18.0,Carta
493,118,2,2025-01-24,12:00:00,Completato,26.0,Contanti
494,15,2,2025-01-24,17:00:00,Completato,26.0,Carta
495,121,2,2025-01-24,17:15:00,Completato,26.0,Satispay
496,105,4,2025-01-24,17:30:00,Completato,12.0,Contanti
497,98,3,2025-01-24,18:45:00,Completato,12.0,Carta
498,28,1,2025-01-24,19:00:00,Completato,18.0,Contanti
499,89,1,2025-01-24,19:30:00,Completato,18.0,Satispay
500,80,2,2025-01-25,09:30:00,Completato,26.0,Carta
501,44,3,2025-01-25,10:30:00,Completato,12.0,Satispay
502,26,2,2025-01-25,11:00:00,Completato,26.0,Contanti
503,83,2,2025-01-25,11:00:00,Completato,26.0,Satispay
504,122,1,2025-01-25,11:30:00,Completato,18.0,Carta
505,74,2,2025-01-25,12:30:00,Completato,26.0,Contanti
506,82,1,2025-01-25,15:00:00,Completato,18.0,Contanti
507,112,2,2025-01-25,15:00:00,No-show,0.0,
508,94,2,2025-01-25,17:45:00,Completato,26.0,Carta
509,123,1,2025-01-25,19:00:00,Completato,18.0,Contanti
510,73,2,2025-01-28,10:15:00,Completato,26.0,Contanti
511,47,2,2025-01-28,11:30:00,Completato,26.0,Contanti
512,66,3,2025-01-28,12:30:00,Completato,12.0,Contanti
513,55,2,2025-01-29,10:45:00,Completato,26.0,Carta
514,40,1,2025-01-29,12:00:00,No-show,0.0,
515,108,8,2025-01-29,16:00:00,Completato,22.0,Carta
516,21,5,2025-01-30,11:45:00,Completato,12.0,Carta
517,63,1,2025-01-31,09:45:00,Completato,18.0,Contanti
518,4,1,2025-01-31,11:00:00,Completato,18.0,Carta
519,101,2,2025-01-31,17:30:00,Completato,26.0,Carta
520,76,1,2025-01-31,18:00:00,No-show,0.0,
521,18,5,2025-01-31,18:30:00,Completato,12.0,Carta
522,69,1,2025-02-01,15:00:00,Completato,18.0,Carta
523,34,8,2025-02-01,15:30:00,Completato,22.0,Contanti
524,19,1,2025-02-01,18:15:00,Completato,18.0,Carta
525,87,4,2025-02-01,19:30:00,Completato,15.0,Carta
526,5,1,2025-02-04,09:45:00,Completato,18.0,Contanti
527,12,1,2025-02-04,10:30:00,Completato,18.0,Carta
528,99,1,2025-02-04,18:00:00,Completato,18.0,Satispay
529,16,2,2025-02-05,12:00:00,Completato,26.0,Satispay
530,3,3,2025-02-05,17:15:00,Completato,12.0,Satispay
531,65,1,2025-02-06,09:15:00,Cancellato,0.0,
532,104,4,2025-02-06,16:15:00,Completato,15.0,Contanti
533,70,3,2025-02-06,17:45:00,Completato,12.0,Contanti
534,97,1,2025-02-07,12:00:00,Completato,18.0,Carta
535,22,2,2025-02-07,12:15:00,Completato,26.0,Contanti
536,37,3,2025-02-07,12:15:00,Completato,12.0,Carta
537,24,3,2025-02-07,17:45:00,Completato,12.0,Contanti
538,88,2,2025-02-07,18:45:00,Completato,26.0,Contanti
539,9,1,2025-02-08,09:15:00,Completato,18.0,Carta
540,42,6,2025-02-08,09:30:00,No-show,0.0,
541,6,2,2025-02-08,10:15:00,Completato,26.0,Carta
542,62,6,2025-02-08,11:30:00,Completato,10.0,Contanti
543,33,1,2025-02-08,12:00:00,Completato,18.0,Carta
544,130,2,2025-02-08,12:30:00,Completato,26.0,Contanti
545,103,1,2025-02-08,15:15:00,Completato,18.0,Satispay
546,106,1,2025-02-08,16:00:00,Completato,16.2,Contanti
547,36,1,2025-02-08,16:15:00,Completato,18.0,Contanti
548,25,1,2025-02-08,17:45:00,No-show,0.0,
549,49,2,2025-02-08,18:00:00,Completato,20.8,Contanti
550,71,2,2025-02-08,18:15:00,Completato,23.4,Carta
551,45,2,2025-02-11,09:30:00,Completato,26.0,Carta
552,100,7,2025-02-11,10:45:00,Completato,35.0,Satispay
553,48,1,2025-02-11,15:00:00,No-show,0.0,
554,32,5,2025-02-11,16:30:00,Completato,12.0,Carta
555,115,1,2025-02-12,11:30:00,Completato,18.0,Contanti
556,50,6,2025-02-12,16:45:00,Completato,10.0,Carta
557,64,2,2025-02-12,17:30:00,Cancellato,0.0,
558,21,5,2025-02-12,19:00:00,Completato,12.0,Contanti
559,58,2,2025-02-13,10:00:00,Completato,26.0,Contanti
560,54,1,2025-02-13,12:30:00,Completato,18.0,Contanti
561,86,2,2025-02-13,17:00:00,Completato,26.0,Carta
562,109,1,2025-02-13,18:30:00,Completato,18.0,Contanti
563,13,5,2025-02-14,09:30:00,Cancellato,0.0,
564,56,6,2025-02-14,15:30:00,Completato,10.0,Contanti
565,26,2,2025-02-14,18:30:00,Completato,26.0,Carta
566,51,6,2025-02-14,19:45:00,Completato,10.0,Contanti
567,119,3,2025-02-15,10:00:00,Completato,12.0,Contanti
568,129,7,2025-02-15,11:15:00,Completato,35.0,Contanti
569,55,7,2025-02-15,11:45:00,Completato,35.0,Contanti
570,8,1,2025-02-15,12:30:00,Completato,18.0,Carta
571,120,2,2025-02-15,15:30:00,Completato,26.0,Satispay
572,117,1,2025-02-15,17:00:00,No-show,0.0,
573,122,1,2025-02-15,17:00:00,Completato,18.0,Carta
574,59,3,2025-02-15,18:00:00,Completato,12.0,Satispay
575,107,1,2025-02-18,09:15:00,Completato,18.0,Carta
576,92,1,2025-02-19,09:45:00,No-show,0.0,
577,4,1,2025-02-19,12:15:00,Completato,18.0,Carta
578,127,1,2025-02-19,12:15:00,Completato,18.0,Contanti
579,7,2,2025-02-19,18:45:00,Completato,26.0,Satispay
580,126,1,2025-02-20,09:45:00,Completato,18.0,Satispay
581,83,3,2025-02-20,10:30:00,Completato,12.0,Carta
582,57,1,2025-02-20,12:00:00,Completato,18.0,Contanti
583,30,2,2025-02-20,12:45:00,Completato,26.0,Contanti
584,84,1,2025-02-20,18:15:00,Completato,18.0,Carta
585,133,1,2025-02-20,18:15:00,No-show,0.0,
586,89,1,2025-02-21,09:00:00,Completato,18.0,Carta
587,116,3,2025-02-21,09:30:00,Completato,12.0,Contanti
588,53,1,2025-02-21,10:45:00,Completato,18.0,Carta
589,132,7,2025-02-21,16:15:00,Completato,35.0,Carta
590,91,1,2025-02-21,16:30:00,Completato,18.0,Carta
591,121,8,2025-02-21,18:00:00,Completato,22.0,Satispay
592,68,1,2025-02-22,10:00:00,Completato,18.0,Contanti
593,96,1,2025-02-22,15:00:00,Completato,18.0,Satispay
594,27,1,2025-02-22,18:00:00,Completato,18.0,Carta
595,123,1,2025-02-25,09:15:00,Cancellato,0.0,
596,114,1,2025-02-25,11:30:00,Completato,18.0,Carta
597,118,2,2025-02-25,11:45:00,Completato,26.0,Contanti
598,105,1,2025-02-25,12:30:00,Completato,18.0,Carta
599,108,1,2025-02-25,18:15:00,Completato,18.0,Contanti
600,93,1,2025-02-26,15:00:00,Completato,18.0,Contanti
601,101,4,2025-02-26,17:15:00,Cancellato,0.0,
602,125,1,2025-02-26,17:45:00,Completato,18.0,Carta
603,20,3,2025-02-26,18:45:00,No-show,0.0,
604,128,4,2025-02-27,09:00:00,Completato,15.0,Contanti
605,48,1,2025-02-27,09:15:00,Cancellato,0.0,
606,34,8,2025-02-27,09:45:00,Completato,22.0,Satispay
607,66,1,2025-02-27,10:30:00,Completato,18.0,Contanti
608,76,1,2025-02-27,15:15:00,Completato,18.0,Satispay
609,40,1,2025-02-27,15:45:00,Completato,18.0,Contanti
610,80,1,2025-02-27,16:15:00,Completato,18.0,Contanti
611,131,3,2025-02-27,16:15:00,Completato,12.0,Satispay
612,21,5,2025-02-27,18:15:00,Completato,12.0,Satispay
613,63,2,2025-02-28,09:00:00,Completato,26.0,Carta
614,82,1,2025-02-28,09:30:00,Completato,18.0,Carta
615,124,1,2025-02-28,11:00:00,Completato,18.0,Carta
616,98,3,2025-02-28,18:00:00,Completato,12.0,Satispay
617,11,5,2025-02-28,18:15:00,Completato,12.0,Contanti
618,32,1,2025-02-28,18:15:00,Completato,18.0,Satispay
619,19,1,2025-03-01,11:30:00,Completato,14.4,Contanti
620,73,2,2025-03-01,12:15:00,Completato,26.0,Carta
621,87,2,2025-03-01,18:00:00,Completato,20.8,Contanti
622,18,5,2025-03-01,19:30:00,Completato,12.0,Contanti
623,3,5,2025-03-04,12:00:00,Completato,12.0,Contanti
624,133,1,2025-03-04,15:45:00,Completato,18.0,Satispay
625,5,1,2025-03-04,16:30:00,Completato,18.0,Contanti
626,50,3,2025-03-04,17:15:00,Completato,12.0,Contanti
627,26,2,2025-03-04,17:30:00,Completato,26.0,Contanti
628,25,1,2025-03-04,18:15:00,Completato,18.0,Carta
629,141,8,2025-03-05,11:15:00,Completato,17.6,Carta
630,47,2,2025-03-05,17:15:00,Completato,26.0,Contanti
631,137,2,2025-03-05,19:45:00,Completato,26.0,Contanti
632,111,1,2025-03-06,09:45:00,Completato,18.0,Contanti
633,138,4,2025-03-06,10:30:00,Completato,15.0,Contanti
634,126,1,2025-03-06,10:45:00,Completato,18.0,Contanti
635,69,1,2025-03-06,17:45:00,Completato,18.0,Satispay
636,78,1,2025-03-06,18:00:00,Completato,16.2,Satispay
637,130,1,2025-03-06,19:30:00,Completato,18.0,Contanti
638,135,1,2025-03-07,09:45:00,Completato,18.0,Contanti
639,28,1,2025-03-07,12:00:00,Completato,18.0,Contanti
640,22,2,2025-03-07,16:15:00,Completato,26.0,Satispay
641,129,7,2025-03-07,17:00:00,Completato,35.0,Carta
642,109,1,2025-03-07,17:15:00,Completato,18.0,Contanti
643,89,4,2025-03-07,18:45:00,Completato,15.0,Carta
644,46,5,2025-03-08,10:15:00,Completato,12.0,Contanti
645,102,5,2025-03-08,11:15:00,Cancellato,0.0,
646,139,1,2025-03-08,12:45:00,Completato,18.0,Contanti
647,23,1,2025-03-08,15:00:00,Completato,18.0,Contanti
648,99,1,2025-03-08,18:00:00,Completato,18.0,Contanti
649,112,2,2025-03-08,18:45:00,Completato,26.0,Contanti
650,4,1,2025-03-11,11:45:00,Completato,18.0,Carta
651,136,4,2025-03-11,15:30:00,Completato,15.0,Contanti
652,118,2,2025-03-11,17:15:00,No-show,0.0,
653,72,1,2025-03-12,09:15:00,No-show,0.0,
654,94,2,2025-03-12,11:45:00,No-show,0.0,
655,64,2,2025-03-12,15:00:00,Completato,26.0,Carta
656,49,1,2025-03-12,18:00:00,Completato,18.0,Contanti
657,70,3,2025-03-13,10:45:00,Completato,12.0,Carta
658,84,1,2025-03-13,11:45:00,Completato,18.0,Contanti
659,115,1,2025-03-13,11:45:00,Completato,18.0,Contanti
660,106,1,2025-03-13,17:30:00,Completato,18.0,Contanti
661,62,6,2025-03-13,18:15:00,Completato,10.0,Satispay
662,117,1,2025-03-13,18:30:00,Completato,18.0,Satispay
663,44,3,2025-03-14,10:15:00,Completato,12.0,Satispay
664,27,1,2025-03-14,10:30:00,Completato,18.0,Contanti
665,101,2,2025-03-14,11:15:00,Completato,26.0,Contanti
666,140,2,2025-03-14,12:00:00,Completato,26.0,Contanti
667,36,1,2025-03-14,12:15:00,Completato,18.0,Carta
668,125,1,2025-03-14,15:00:00,Completato,18.0,Carta
669,45,2,2025-03-14,17:00:00,Completato,26.0,Contanti
670,58,5,2025-03-14,17:15:00,Completato,12.0,Contanti
671,41,1,2025-03-15,10:15:00,No-show,0.0,
672,55,3,2025-03-15,10:45:00,Completato,12.0,Contanti
673,113,3,2025-03-15,12:45:00,Completato,12.0,Carta
674,57,1,2025-03-15,15:15:00,Cancellato,0.0,
675,120,2,2025-03-15,15:45:00,Completato,20.8,Contanti
676,122,1,2025-03-15,19:00:00,Completato,18.0,Carta
677,88,2,2025-03-15,19:15:00,Completato,26.0,Satispay
678,13,3,2025-03-15,19:45:00,Completato,12.0,Contanti
679,46,5,2025-03-18,10:00:00,Completato,12.0,Contanti
680,100,7,2025-03-18,17:45:00,Completato,35.0,Carta
681,24,3,2025-03-18,18:00:00,Completato,12.0,Carta
682,121,1,2025-03-18,18:00:00,Completato,18.0,Carta
683,123,1,2025-03-19,11:45:00,Completato,18.0,Contanti
684,86,2,2025-03-20,12:45:00,Completato,26.0,Carta
685,15,2,2025-03-20,16:45:00,Completato,26.0,Contanti
686,135,1,2025-03-20,16:45:00,Completato,18.0,Satispay
687,42,8,2025-03-20,17:00:00,Completato,22.0,Contanti
688,74,2,2025-03-20,17:30:00,Completato,26.0,Carta
689,7,8,2025-03-21,09:15:00,Completato,22.0,Contanti
690,34,8,2025-03-21,11:15:00,Completato,22.0,Contanti
691,65,1,2025-03-21,16:00:00,Completato,18.0,Contanti
692,54,5,2025-03-21,16:15:00,Completato,12.0,Contanti
693,3,5,2025-03-21,18:00:00,Completato,12.0,Carta
694,22,8,2025-03-21,19:30:00,Completato,22.0,Contanti
695,79,2,2025-03-21,19:30:00,Completato,26.0,Satispay
696,142,6,2025-03-21,19:45:00,Completato,10.0,Satispay
697,6,1,2025-03-22,11:45:00,Cancellato,0.0,
698,133,1,2025-03-22,15:45:00,Completato,18.0,Carta
699,63,3,2025-03-22,16:30:00,Completato,12.0,Carta
700,119,2,2025-03-22,16:45:00,Completato,26.0,Contanti
701,32,5,2025-03-22,17:00:00,Completato,10.8,Contanti
702,71,2,2025-03-22,17:30:00,Completato,26.0,Carta
703,134,3,2025-03-22,17:45:00,Completato,12.0,Carta
704,18,1,2025-03-22,18:45:00,Completato,18.0,Satispay
705,48,1,2025-03-22,18:45:00,Completato,18.0,Carta
706,19,1,2025-03-25,11:00:00,Completato,18.0,Contanti
707,73,2,2025-03-25,19:15:00,Completato,26.0,Contanti
708,96,1,2025-03-26,10:45:00,No-show,0.0,
709,21,5,2025-03-26,12:00:00,Completato,12.0,Contanti
710,126,1,2025-03-26,12:15:00,Completato,18.0,Carta
711,69,1,2025-03-26,17:00:00,Completato,18.0,Carta
712,26,2,2025-03-26,17:15:00,Completato,26.0,Satispay
713,36,1,2025-03-27,09:15:00,Completato,18.0,Carta
714,23,1,2025-03-27,09:30:00,Completato,18.0,Contanti
715,81,5,2025-03-27,17:00:00,Completato,12.0,Carta
716,108,1,2025-03-27,17:30:00,Completato,18.0,Carta
717,104,6,2025-03-28,09:00:00,Completato,10.0,Contanti
718,93,1,2025-03-28,10:15:00,Completato,18.0,Contanti
719,66,2,2025-03-28,10:45:00,Completato,26.0,Contanti
720,40,1,2025-03-28,11:00:00,Completato,18.0,Contanti
721,59,3,2025-03-28,12:00:00,Completato,12.0,Contanti
722,80,2,2025-03-28,12:45:00,Completato,26.0,Carta
723,37,6,2025-03-28,17:45:00,Completato,10.0,Carta
724,97,2,2025-03-28,19:45:00,Completato,20.8,Contanti
725,129,7,2025-03-29,10:30:00,Completato,35.0,Satispay
726,51,1,2025-03-29,11:15:00,Completato,16.2,Contanti
727,107,1,2025-03-29,12:00:00,Completato,18.0,Carta
728,128,4,2025-03-29,19:00:00,Completato,15.0,Contanti
729,12,1,2025-03-29,19:45:00,Cancellato,0.0,
730,91,3,2025-04-01,10:30:00,Cancellato,0.0,
731,114,1,2025-04-01,15:15:00,Completato,18.0,Contanti
732,136,4,2025-04-01,16:45:00,Completato,15.0,Carta
733,106,1,2025-04-01,17:45:00,Cancellato,0.0,
734,8,1,2025-04-01,18:15:00,Completato,18.0,Satispay
735,99,1,2025-04-01,18:30:00,Cancellato,0.0,
736,5,1,2025-04-02,09:00:00,Completato,18.0,Contanti
737,137,2,2025-04-02,11:30:00,Completato,26.0,Contanti
738,13,2,2025-04-02,16:45:00,Completato,26.0,Contanti
739,118,2,2025-04-02,16:45:00,Completato,20.8,Carta
740,135,4,2025-04-03,09:15:00,No-show,0.0,
741,44,3,2025-04-03,09:30:00,Completato,12.0,Contanti
742,145,1,2025-04-03,09:45:00,Completato,18.0,Carta
743,103,1,2025-04-03,15:45:00,Completato,18.0,Contanti
744,76,2,2025-04-04,10:00:00,Completato,26.0,Contanti
745,124,1,2025-04-04,10:45:00,Completato,18.0,Carta
746,115,1,2025-04-04,12:45:00,Completato,18.0,Contanti
747,130,1,2025-04-04,19:15:00,Completato,18.0,Contanti
748,109,1,2025-04-05,09:00:00,Completato,18.0,Contanti
749,105,1,2025-04-05,09:15:00,Completato,18.0,Contanti
750,50,3,2025-04-05,10:30:00,Completato,12.0,Contanti
751,139,1,2025-04-05,10:45:00,No-show,0.0,
752,89,1,2025-04-05,11:00:00,Completato,18.0,Carta
753,30,2,2025-04-05,11:30:00,Completato,26.0,Carta
754,64,1,2025-04-05,15:15:00,Completato,18.0,Contanti
755,4,1,2025-04-05,16:45:00,Completato,18.0,Contanti
756,56,6,2025-04-05,16:45:00,Completato,10.0,Carta
757,47,1,2025-04-05,17:00:00,Completato,18.0,Carta
758,25,1,2025-04-08,17:00:00,Completato,16.2,Carta
759,121,2,2025-04-09,15:00:00,Completato,26.0,Carta
760,125,1,2025-04-09,15:30:00,Completato,18.0,Carta
761,141,8,2025-04-09,17:00:00,Completato,22.0,Carta
762,22,2,2025-04-10,09:30:00,Completato,26.0,Satispay
763,68,1,2025-04-10,10:45:00,Completato,18.0,Satispay
764,148,1,2025-04-10,15:00:00,Cancellato,0.0,
765,27,1,2025-04-10,19:45:00,Completato,18.0,Carta
766,127,2,2025-04-11,10:30:00,Completato,26.0,Carta
767,112,2,2025-04-11,11:30:00,Completato,26.0,Carta
768,7,8,2025-04-11,15:45:00,Completato,22.0,Contanti
769,101,2,2025-04-11,17:45:00,Completato,26.0,Satispay
770,116,1,2025-04-12,09:15:00,Completato,18.0,Carta
771,149,1,2025-04-12,11:00:00,Completato,18.0,Contanti
772,82,1,2025-04-12,11:45:00,Completato,18.0,Contanti
773,140,5,2025-04-12,15:45:00,Completato,12.0,Carta
774,117,1,2025-04-12,17:15:00,Completato,18.0,Satispay
775,123,1,2025-04-12,18:00:00,Completato,18.0,Carta
776,84,1,2025-04-12,19:00:00,Completato,18.0,Contanti
777,28,1,2025-04-12,19:15:00,Completato,18.0,Carta
778,45,5,2025-04-15,17:15:00,Completato,12.0,Satispay
779,3,5,2025-04-15,18:45:00,Completato,12.0,Satispay
780,98,2,2025-04-16,16:00:00,Completato,26.0,Contanti
781,62,6,2025-04-16,17:15:00,No-show,0.0,
782,147,1,2025-04-16,19:30:00,Completato,18.0,Contanti
783,19,1,2025-04-17,10:00:00,Completato,18.0,Contanti
784,63,1,2025-04-17,12:15:00,Completato,18.0,Satispay
785,53,1,2025-04-17,15:00:00,Completato,18.0,Contanti
786,126,1,2025-04-17,16:30:00,Completato,18.0,Carta
787,72,1,2025-04-17,18:00:00,Completato,18.0,Satispay
788,133,1,2025-04-17,18:45:00,Completato,18.0,Contanti
789,100,8,2025-04-18,09:30:00,Completato,22.0,Contanti
790,86,2,2025-04-18,10:45:00,Completato,26.0,Contanti
791,24,3,2025-04-18,11:30:00,Completato,12.0,Satispay
792,32,5,2025-04-18,12:30:00,No-show,0.0,
793,143,4,2025-04-18,15:00:00,Completato,15.0,Carta
794,33,1,2025-04-18,16:00:00,Cancellato,0.0,
795,122,1,2025-04-18,16:00:00,Completato,18.0,Satispay
796,58,5,2025-04-18,16:15:00,Completato,12.0,Contanti
797,96,1,2025-04-18,16:15:00,Completato,14.4,Carta
798,18,5,2025-04-18,16:30:00,Completato,12.0,Contanti
799,23,1,2025-04-18,17:30:00,Completato,18.0,Contanti
800,146,6,2025-04-18,18:15:00,Completato,10.0,Satispay
801,111,1,2025-04-18,18:45:00,Cancellato,0.0,
802,34,8,2025-04-19,09:45:00,Completato,22.0,Carta
803,80,2,2025-04-19,12:15:00,Completato,26.0,Contanti
804,138,4,2025-04-19,16:00:00,Completato,15.0,Contanti
805,26,2,2025-04-19,16:15:00,Completato,26.0,Satispay
806,9,2,2025-04-19,17:00:00,Completato,26.0,Contanti
807,106,1,2025-04-19,19:30:00,Completato,18.0,Contanti
808,101,2,2025-04-22,11:45:00,Completato,26.0,Contanti
809,134,3,2025-04-22,15:30:00,Completato,12.0,Carta
810,36,1,2025-04-22,15:45:00,Completato,18.0,Satispay
811,54,5,2025-04-22,15:45:00,Completato,12.0,Contanti
812,119,1,2025-04-22,18:45:00,Completato,18.0,Carta
813,108,1,2025-04-22,19:45:00,Completato,18.0,Carta
814,88,2,2025-04-23,10:45:00,Completato,26.0,Contanti
815,129,7,2025-04-23,11:45:00,Completato,35.0,Carta
816,48,1,2025-04-23,15:30:00,Completato,16.2,Contanti
817,102,1,2025-04-23,17:00:00,Completato,18.0,Carta
818,130,1,2025-04-23,17:15:00,Completato,18.0,Contanti
819,99,1,2025-04-23,18:45:00,Completato,18.0,Carta
820,6,2,2025-04-23,19:00:00,Completato,26.0,Carta
821,4,1,2025-04-24,09:15:00,Completato,18.0,Carta
822,57,2,2025-04-24,18:00:00,Completato,26.0,Carta
823,135,1,2025-04-25,12:15:00,Completato,18.0,Contanti
824,40,6,2025-04-25,16:30:00,Completato,8.0,Contanti
825,12,1,2025-04-25,18:30:00,Completato,18.0,Carta
826,125,1,2025-04-25,19:30:00,Completato,18.0,Contanti
827,46,5,2025-04-26,09:45:00,Completato,12.0,Contanti
828,22,6,2025-04-26,10:15:00,Completato,10.0,Contanti
829,69,1,2025-04-26,17:00:00,Completato,18.0,Contanti
830,11,3,2025-04-26,18:15:00,Completato,12.0,Contanti
831,144,3,2025-04-26,19:00:00,No-show,0.0,
832,128,4,2025-04-29,11:00:00,Completato,15.0,Contanti
833,116,1,2025-04-29,18:30:00,Completato,18.0,Contanti
834,66,1,2025-04-30,11:30:00,Completato,18.0,Carta
835,30,2,2025-04-30,15:00:00,Cancellato,0.0,
836,50,2,2025-04-30,15:15:00,No-show,0.0,
837,76,1,2025-04-30,19:00:00,Completato,18.0,Carta
838,89,1,2025-04-30,19:15:00,Cancellato,0.0,
839,42,6,2025-04-30,19:30:00,Completato,10.0,Carta
840,139,1,2025-05-01,12:45:00,Completato,18.0,Carta
841,73,3,2025-05-01,16:15:00,Completato,12.0,Contanti
842,136,4,2025-05-01,17:45:00,Completato,15.0,Contanti
843,94,2,2025-05-01,18:00:00,Completato,26.0,Carta
844,74,2,2025-05-02,09:15:00,Completato,26.0,Carta
845,140,3,2025-05-02,12:30:00,Completato,12.0,Contanti
846,37,6,2025-05-02,17:00:00,Completato,10.0,Satispay
847,26,2,2025-05-02,17:30:00,No-show,0.0,
848,101,2,2025-05-02,17:45:00,Completato,20.8,Carta
849,158,1,2025-05-02,18:00:00,Completato,14.4,Carta
850,15,2,2025-05-02,19:45:00,Completato,23.4,Carta
851,124,1,2025-05-03,09:15:00,Completato,14.4,Contanti
852,142,5,2025-05-03,16:30:00,Completato,12.0,Carta
853,5,2,2025-05-03,17:45:00,No-show,0.0,
854,27,1,2025-05-03,18:00:00,Completato,18.0,Contanti
855,51,2,2025-05-03,18:00:00,Completato,26.0,Satispay
856,121,6,2025-05-03,18:45:00,Completato,10.0,Contanti
857,82,1,2025-05-03,19:30:00,Completato,18.0,Contanti
858,137,2,2025-05-03,19:45:00,Completato,26.0,Contanti
859,107,1,2025-05-06,11:00:00,Completato,18.0,Carta
860,13,2,2025-05-06,16:00:00,Cancellato,0.0,
861,19,1,2025-05-06,16:00:00,Completato,18.0,Contanti
862,127,1,2025-05-06,17:15:00,Completato,18.0,Contanti
863,78,2,2025-05-06,17:45:00,Completato,26.0,Contanti
864,153,3,2025-05-06,19:45:00,No-show,0.0,
865,49,2,2025-05-07,10:00:00,Completato,26.0,Carta
866,79,8,2025-05-07,16:30:00,No-show,0.0,
867,81,5,2025-05-08,09:30:00,Completato,12.0,Contanti
868,59,3,2025-05-08,11:45:00,Completato,12.0,Contanti
869,113,2,2025-05-08,12:30:00,Completato,26.0,Contanti
870,71,2,2025-05-08,12:45:00,Cancellato,0.0,
871,41,1,2025-05-08,17:30:00,Completato,18.0,Carta
872,20,7,2025-05-08,18:30:00,Completato,35.0,Carta
873,109,1,2025-05-09,12:45:00,Completato,18.0,Contanti
874,8,1,2025-05-09,15:30:00,Completato,18.0,Contanti
875,84,1,2025-05-09,15:30:00,Completato,18.0,Contanti
876,72,1,2025-05-09,17:30:00,No-show,0.0,
877,47,2,2025-05-10,09:15:00,Completato,26.0,Satispay
878,150,2,2025-05-10,10:30:00,Completato,23.4,Contanti
879,160,3,2025-05-10,11:00:00,Completato,12.0,Contanti
880,3,5,2025-05-10,11:45:00,Completato,12.0,Contanti
881,18,1,2025-05-10,12:30:00,Completato,18.0,Contanti
882,65,1,2025-05-10,16:30:00,Completato,18.0,Contanti
883,64,1,2025-05-10,17:15:00,Completato,18.0,Contanti
884,44,3,2025-05-10,18:15:00,Completato,12.0,Contanti
885,112,2,2025-05-10,18:15:00,Completato,26.0,Contanti
886,126,1,2025-05-10,18:30:00,Completato,18.0,Carta
887,40,3,2025-05-10,19:30:00,Completato,12.0,Contanti
888,114,1,2025-05-13,09:45:00,Completato,18.0,Satispay
